 	1A2	1B3	MCV6	MCV8	BIV1-	BIV1+
Zfpm1	-0.289855917	-0.244243872	-0.726618516	-0.422676989	-0.256984494	-0.148963326
Zfpm2	-0.572947474	-0.450981775	-0.15055937	-1.196540527	-0.585805082	-1.174356497
Zfx	0.128284252	0.383770656	0.21155071	0.306255975	0.467976443	0.405488082
Zfy2	-0.828118685	-0.753402084	-0.795002907	-1.143612523	-1.383827543	-1.130129235
Zglp1	-0.393659429	-0.575293194	-0.591428586	-0.741053956	-0.262698908	-0.748333201
Zhx1	0.083808571	0.134770363	0.110748289	0.195433551	-0.136203679	0.137797549
Zhx2	0.053727277	-0.045859008	0.351237826	-0.324502535	-0.70423272	-0.422678951
Zhx3	-0.403913416	-0.437039541	-0.480331593	-0.483874746	-0.617930359	-0.388415271
Zic1	1.120159657	1.132961672	-2.161105229	0.791765881	-0.642929063	0.975558208
Zic2	0.824794988	0.737792299	-0.579264604	0.883453124	0.231774878	-0.104396637
Zic3	0.390250583	0.577156248	1.332584312	0.67030239	1.569812399	0.473263816
Zic4	-0.945938039	-1.225755779	-1.35187639	-0.967987307	-1.347981111	-0.826727597
Zic5	0.996351595	1.361354309	0.608416017	1.219330324	1.206235513	0.960479965
Zik1	-0.058473061	-0.061689773	-0.391819299	-0.189001082	-0.213165819	-0.469737867
Zim1	-1.388396286	-1.225755779	-1.631693025	-1.076695994	-2.289639788	-1.425846672
Zkscan1	0.09808223	0.206956295	0.134610032	0.274972138	-0.270058563	0.11551562
Zkscan14	0.29809886	0.405969594	0.20348568	0.347882331	-0.117105016	0.337841621
Zkscan16	-0.304707674	-0.660275575	-0.523268702	-0.595188168	-0.534152256	-0.695175734
Zkscan17	1.317951986	1.447312949	1.793686553	1.40873662	1.351879439	1.328789223
Zkscan3	0.635412995	0.643693388	0.846835225	0.826723761	0.680202543	0.983180427
Zkscan4	-0.828118685	-1.020738035	-0.326166893	-0.243953047	-0.746249411	-0.629420544
Zkscan5	-0.239159978	-0.200501898	-0.077443612	-0.161746143	-0.115515466	-0.126648788
Zkscan6	0.086978931	-0.023714151	0.393523699	0.160146813	-0.240702691	-0.079027612
Zmiz1	-0.13306291	-0.115652793	0.176159292	-0.205097403	-0.094876185	0.012631708
Zmiz2	1.025179238	1.023388655	1.564471118	0.881130215	0.849092616	1.046329784
Zmym3	0.376659587	0.263829216	0.347882698	0.243953047	0.123466189	0.247207908
Znf512b	0.064802822	0.104520607	-0.060034567	-0.276611753	-0.28646607	-0.139391585
Zscan10	0.426277331	0.400829558	0.061616383	-0.273333255	1.741643999	-0.556109134
Zscan12	0.126692016	0.028458143	-0.109159877	0.03000384	-0.064780625	-0.036323123
Zscan2	-1.388396286	-0.575293194	-0.475910405	-0.565333374	-1.06693007	-0.587678758
Zscan20	-0.275067269	-0.156336406	-0.349559774	-0.352916487	-0.339512518	-0.379921102
Zscan21	0.662659929	0.713179405	0.89045135	0.85361366	0.890453358	0.849093745
Zscan22	0.536155719	0.558613288	0.391819299	0.585803142	0.431320184	0.344532685
Zscan29	0.04582025	-0.093401223	-0.532332998	-0.730726944	-0.857020792	-0.954260929
Zscan5b	-0.719704678	-0.753402084	-1.183791303	-1.168115599	-1.102301798	-1.454556269
Zxdb	-0.075886252	0.096576965	-0.514246854	-0.136203228	-0.407201206	0.274973414
Zxdc	0.079054586	-0.025295418	-0.071110631	-0.037902949	-0.206710553	0.001578922
Zyx	0.457598321	0.433567183	-0.075860087	0.09170438	0.530517885	0.321178665
Zzz3	1.02252373	1.028711355	0.48564935	0.664394828	1.01162578	0.612216792
